fromId,toId,toName,relationLang,from2Id,to2Id,to2Name,relation2Lang
top_regional_north_america_united_states_indiana,top_world_español_regional_américa_estados_unidos_estados_indiana,indiana,Spanish,top_world_español_regional_américa_estados_unidos_estados_indiana,spanish,spanish,Spanish
top_regional_north_america_united_states_indiana,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_индиана,индиана,Russian,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_индиана,russian,russian,Russian
top_regional_north_america_united_states_indiana,top_world_japanese_地域_北アメリカ_アメリカ合衆国_インディアナ州,インディアナ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_インディアナ州,japanese,japanese,Japanese
top_regional_north_america_united_states_indiana,top_world_français_régional_amérique_etats-unis_indiana,indiana,French,top_world_français_régional_amérique_etats-unis_indiana,french,french,French
top_regional_north_america_united_states_iowa,top_world_español_regional_américa_estados_unidos_estados_iowa,iowa,Spanish,top_world_español_regional_américa_estados_unidos_estados_iowa,spanish,spanish,Spanish
top_regional_north_america_united_states_iowa,top_world_japanese_地域_北アメリカ_アメリカ合衆国_アイオワ州,アイオワ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_アイオワ州,japanese,japanese,Japanese
top_regional_north_america_united_states_iowa,top_world_français_régional_amérique_etats-unis_iowa,iowa,French,top_world_français_régional_amérique_etats-unis_iowa,french,french,French
top_regional_north_america_united_states_kansas,top_world_español_regional_américa_estados_unidos_estados_kansas,kansas,Spanish,top_world_español_regional_américa_estados_unidos_estados_kansas,spanish,spanish,Spanish
top_regional_north_america_united_states_kansas,top_world_japanese_地域_北アメリカ_アメリカ合衆国_カンザス州,カンザス州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_カンザス州,japanese,japanese,Japanese
top_regional_north_america_united_states_kansas,top_world_français_régional_amérique_etats-unis_kansas,kansas,French,top_world_français_régional_amérique_etats-unis_kansas,french,french,French
top_regional_north_america_united_states_kentucky,top_world_español_regional_américa_estados_unidos_estados_kentucky,kentucky,Spanish,top_world_español_regional_américa_estados_unidos_estados_kentucky,spanish,spanish,Spanish
top_regional_north_america_united_states_kentucky,top_world_deutsch_regional_amerika_vereinigte_staaten_kentucky,kentucky,German,top_world_deutsch_regional_amerika_vereinigte_staaten_kentucky,german,german,German
top_regional_north_america_united_states_kentucky,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ケンタッキー州,ケンタッキー州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ケンタッキー州,japanese,japanese,Japanese
top_regional_north_america_united_states_kentucky,top_world_français_régional_amérique_etats-unis_kentucky,kentucky,French,top_world_français_régional_amérique_etats-unis_kentucky,french,french,French
top_regional_north_america_united_states_localities,top_world_italiano_regionale_america_del_nord_stati_uniti_località,località,Italian,top_world_italiano_regionale_america_del_nord_stati_uniti_località,italian,italian,Italian
top_regional_north_america_united_states_localities,top_world_deutsch_regional_amerika_vereinigte_staaten_orte,orte,German,top_world_deutsch_regional_amerika_vereinigte_staaten_orte,german,german,German
top_regional_north_america_united_states_localities,top_world_japanese_地域_北アメリカ_アメリカ合衆国_市町村,市町村,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_市町村,japanese,japanese,Japanese
top_regional_north_america_united_states_louisiana,top_world_español_regional_américa_estados_unidos_estados_louisiana,louisiana,Spanish,top_world_español_regional_américa_estados_unidos_estados_louisiana,spanish,spanish,Spanish
top_regional_north_america_united_states_louisiana,top_world_deutsch_regional_amerika_vereinigte_staaten_louisiana,louisiana,German,top_world_deutsch_regional_amerika_vereinigte_staaten_louisiana,german,german,German
top_regional_north_america_united_states_louisiana,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ルイジアナ州,ルイジアナ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ルイジアナ州,japanese,japanese,Japanese
top_regional_north_america_united_states_louisiana,top_world_français_régional_amérique_etats-unis_louisiane,louisiane,French,top_world_français_régional_amérique_etats-unis_louisiane,french,french,French
top_regional_north_america_united_states_louisiana_arts_and_entertainment,top_world_français_régional_amérique_etats-unis_louisiane_arts_et_culture,arts et culture,French,top_world_français_régional_amérique_etats-unis_louisiane_arts_et_culture,french,french,French
top_regional_north_america_united_states_louisiana_localities,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ルイジアナ州_市町村,市町村,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ルイジアナ州_市町村,japanese,japanese,Japanese
top_regional_north_america_united_states_louisiana_localities,top_world_français_régional_amérique_etats-unis_louisiane_villes,villes,French,top_world_français_régional_amérique_etats-unis_louisiane_villes,french,french,French
top_regional_north_america_united_states_louisiana_localities_n_new_orleans,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ルイジアナ州_市町村_ニューオリンズ,ニューオリンズ,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ルイジアナ州_市町村_ニューオリンズ,japanese,japanese,Japanese
top_regional_north_america_united_states_louisiana_localities_n_new_orleans,top_world_français_régional_amérique_etats-unis_louisiane_villes_la_nouvelle-orléans,la nouvelle-orléans,French,top_world_français_régional_amérique_etats-unis_louisiane_villes_la_nouvelle-orléans,french,french,French
top_regional_north_america_united_states_louisiana_society_and_culture,top_world_français_régional_amérique_etats-unis_louisiane_société,société,French,top_world_français_régional_amérique_etats-unis_louisiane_société,french,french,French
top_regional_north_america_united_states_louisiana_society_and_culture_history,top_world_français_régional_amérique_etats-unis_louisiane_société_histoire,histoire,French,top_world_français_régional_amérique_etats-unis_louisiane_société_histoire,french,french,French
top_regional_north_america_united_states_louisiana_travel_and_tourism,top_world_français_régional_amérique_etats-unis_louisiane_voyages_et_tourisme,voyages et tourisme,French,top_world_français_régional_amérique_etats-unis_louisiane_voyages_et_tourisme,french,french,French
top_regional_north_america_united_states_maine,top_world_español_regional_américa_estados_unidos_estados_maine,maine,Spanish,top_world_español_regional_américa_estados_unidos_estados_maine,spanish,spanish,Spanish
top_regional_north_america_united_states_maine,top_world_français_régional_amérique_etats-unis_maine,maine,French,top_world_français_régional_amérique_etats-unis_maine,french,french,French
top_regional_north_america_united_states_maps_and_views,top_world_deutsch_regional_amerika_vereinigte_staaten_karten_und_bilder,karten und bilder,German,top_world_deutsch_regional_amerika_vereinigte_staaten_karten_und_bilder,german,german,German
top_regional_north_america_united_states_maps_and_views,top_world_japanese_地域_北アメリカ_アメリカ合衆国_地図・景観,地図・景観,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_地図・景観,japanese,japanese,Japanese
top_regional_north_america_united_states_maps_and_views,top_world_français_régional_amérique_etats-unis_références_cartes_et_vues,cartes et vues,French,top_world_français_régional_amérique_etats-unis_références_cartes_et_vues,french,french,French
top_regional_north_america_united_states_maryland,top_world_español_regional_américa_estados_unidos_estados_maryland,maryland,Spanish,top_world_español_regional_américa_estados_unidos_estados_maryland,spanish,spanish,Spanish
top_regional_north_america_united_states_maryland,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_мэриленд,мэриленд,Russian,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_мэриленд,russian,russian,Russian
top_regional_north_america_united_states_maryland,top_world_deutsch_regional_amerika_vereinigte_staaten_maryland,maryland,German,top_world_deutsch_regional_amerika_vereinigte_staaten_maryland,german,german,German
top_regional_north_america_united_states_maryland,top_world_japanese_地域_北アメリカ_アメリカ合衆国_メリーランド州,メリーランド州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_メリーランド州,japanese,japanese,Japanese
top_regional_north_america_united_states_maryland,top_world_polski_regionalne_ameryka_północna_stany_zjednoczone_maryland,maryland,Polish,top_world_polski_regionalne_ameryka_północna_stany_zjednoczone_maryland,polish,polish,Polish
top_regional_north_america_united_states_maryland,top_world_français_régional_amérique_etats-unis_maryland,maryland,French,top_world_français_régional_amérique_etats-unis_maryland,french,french,French
top_regional_north_america_united_states_maryland_education,top_world_japanese_地域_北アメリカ_アメリカ合衆国_メリーランド州_教育,教育,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_メリーランド州_教育,japanese,japanese,Japanese
top_regional_north_america_united_states_massachusetts,top_world_español_regional_américa_estados_unidos_estados_massachusetts,massachusetts,Spanish,top_world_español_regional_américa_estados_unidos_estados_massachusetts,spanish,spanish,Spanish
top_regional_north_america_united_states_massachusetts,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_массачусетс,массачусетс,Russian,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_массачусетс,russian,russian,Russian
top_regional_north_america_united_states_massachusetts,top_world_deutsch_regional_amerika_vereinigte_staaten_massachusetts,massachusetts,German,top_world_deutsch_regional_amerika_vereinigte_staaten_massachusetts,german,german,German
top_regional_north_america_united_states_massachusetts,top_world_japanese_地域_北アメリカ_アメリカ合衆国_マサチューセッツ州,マサチューセッツ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_マサチューセッツ州,japanese,japanese,Japanese
top_regional_north_america_united_states_massachusetts,top_world_français_régional_amérique_etats-unis_massachusetts,massachusetts,French,top_world_français_régional_amérique_etats-unis_massachusetts,french,french,French
top_regional_north_america_united_states_massachusetts,top_world_chinese_simplified_地区_北美洲_美国_麻塞诸萨,麻塞诸萨,Chinese Simplified,top_world_chinese_simplified_地区_北美洲_美国_麻塞诸萨,chinese simplified,chinese simplified,Chinese Simplified
top_regional_north_america_united_states_massachusetts_localities,top_world_japanese_地域_北アメリカ_アメリカ合衆国_マサチューセッツ州_市町村,市町村,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_マサチューセッツ州_市町村,japanese,japanese,Japanese
top_regional_north_america_united_states_massachusetts_localities_b_boston,top_world_japanese_地域_北アメリカ_アメリカ合衆国_マサチューセッツ州_市町村_ボストン,ボストン,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_マサチューセッツ州_市町村_ボストン,japanese,japanese,Japanese
top_regional_north_america_united_states_michigan,top_world_español_regional_américa_estados_unidos_estados_michigan,michigan,Spanish,top_world_español_regional_américa_estados_unidos_estados_michigan,spanish,spanish,Spanish
top_regional_north_america_united_states_michigan,top_world_esperanto_regionoj_ameriko_usono_miŝigano,miŝigano,Esperanto,top_world_esperanto_regionoj_ameriko_usono_miŝigano,esperanto,esperanto,Esperanto
top_regional_north_america_united_states_michigan,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_мичиган,мичиган,Russian,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_мичиган,russian,russian,Russian
top_regional_north_america_united_states_michigan,top_world_deutsch_regional_amerika_vereinigte_staaten_michigan,michigan,German,top_world_deutsch_regional_amerika_vereinigte_staaten_michigan,german,german,German
top_regional_north_america_united_states_michigan,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミシガン州,ミシガン州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミシガン州,japanese,japanese,Japanese
top_regional_north_america_united_states_michigan,top_world_polski_regionalne_ameryka_północna_stany_zjednoczone_michigan,michigan,Polish,top_world_polski_regionalne_ameryka_północna_stany_zjednoczone_michigan,polish,polish,Polish
top_regional_north_america_united_states_michigan,top_world_français_régional_amérique_etats-unis_michigan,michigan,French,top_world_français_régional_amérique_etats-unis_michigan,french,french,French
top_regional_north_america_united_states_michigan_localities,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミシガン州_市町村,市町村,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミシガン州_市町村,japanese,japanese,Japanese
top_regional_north_america_united_states_michigan_localities_d_detroit,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミシガン州_市町村_デトロイト,デトロイト,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミシガン州_市町村_デトロイト,japanese,japanese,Japanese
top_regional_north_america_united_states_minnesota,top_world_español_regional_américa_estados_unidos_estados_minnesota,minnesota,Spanish,top_world_español_regional_américa_estados_unidos_estados_minnesota,spanish,spanish,Spanish
top_regional_north_america_united_states_minnesota,"top_world_korean_지역,국가_북아메리카_미국_미네소타",미네소타,Korean,"top_world_korean_지역,국가_북아메리카_미국_미네소타",korean,korean,Korean
top_regional_north_america_united_states_minnesota,top_world_deutsch_regional_amerika_vereinigte_staaten_minnesota,minnesota,German,top_world_deutsch_regional_amerika_vereinigte_staaten_minnesota,german,german,German
top_regional_north_america_united_states_minnesota,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミネソタ州,ミネソタ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミネソタ州,japanese,japanese,Japanese
top_regional_north_america_united_states_minnesota,top_world_français_régional_amérique_etats-unis_minnesota,minnesota,French,top_world_français_régional_amérique_etats-unis_minnesota,french,french,French
top_regional_north_america_united_states_mississippi,top_world_español_regional_américa_estados_unidos_estados_mississippi,mississippi,Spanish,top_world_español_regional_américa_estados_unidos_estados_mississippi,spanish,spanish,Spanish
top_regional_north_america_united_states_mississippi,top_world_deutsch_regional_amerika_vereinigte_staaten_mississippi,mississippi,German,top_world_deutsch_regional_amerika_vereinigte_staaten_mississippi,german,german,German
top_regional_north_america_united_states_mississippi,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミシシッピ州,ミシシッピ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミシシッピ州,japanese,japanese,Japanese
top_regional_north_america_united_states_mississippi,top_world_français_régional_amérique_etats-unis_mississippi,mississippi,French,top_world_français_régional_amérique_etats-unis_mississippi,french,french,French
top_regional_north_america_united_states_missouri,top_world_español_regional_américa_estados_unidos_estados_missouri,missouri,Spanish,top_world_español_regional_américa_estados_unidos_estados_missouri,spanish,spanish,Spanish
top_regional_north_america_united_states_missouri,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri,misuri,Bosnian,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri,bosnian,bosnian,Bosnian
top_regional_north_america_united_states_missouri,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_миссури,миссури,Russian,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_миссури,russian,russian,Russian
top_regional_north_america_united_states_missouri,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミズーリ州,ミズーリ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ミズーリ州,japanese,japanese,Japanese
top_regional_north_america_united_states_missouri,top_world_français_régional_amérique_etats-unis_missouri,missouri,Français,top_world_français_régional_amérique_etats-unis_missouri,français,français,Français
top_regional_north_america_united_states_missouri_localities,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_gradovi,gradovi,Bosnian,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_gradovi,bosnian,bosnian,Bosnian
top_regional_north_america_united_states_missouri_localities_s_saint_louis,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_gradovi_saint_louis,saint louis,Bosnian,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_gradovi_saint_louis,bosnian,bosnian,Bosnian
top_regional_north_america_united_states_missouri_localities_s_saint_louis_travel_and_tourism,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_gradovi_saint_louis_putovanje_i_turizam,putovanje i turizam,Bosnian,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_gradovi_saint_louis_putovanje_i_turizam,bosnian,bosnian,Bosnian
top_regional_north_america_united_states_missouri_localities_s_saint_louis_travel_and_tourism_travel_services,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_gradovi_saint_louis_putovanje_i_turizam_putničke_usluge,putničke usluge,Bosnian,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_gradovi_saint_louis_putovanje_i_turizam_putničke_usluge,bosnian,bosnian,Bosnian
top_regional_north_america_united_states_missouri_travel_and_tourism,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_putovanje_i_turizam,putovanje i turizam,Bosnian,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_putovanje_i_turizam,bosnian,bosnian,Bosnian
top_regional_north_america_united_states_missouri_travel_and_tourism_travel_services,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_putovanje_i_turizam_putničke_usluge,putničke usluge,Bosanski,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_putovanje_i_turizam_putničke_usluge,bosanski,bosanski,Bosanski
top_regional_north_america_united_states_missouri_travel_and_tourism_travel_services_travel_agents,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_putovanje_i_turizam_putničke_usluge_putničke_agencije,putničke agencije,Bosnian,top_world_bosanski_regionalno_sjeverna_amerika_sjedinjene_američke_države_misuri_putovanje_i_turizam_putničke_usluge_putničke_agencije,bosnian,bosnian,Bosnian
top_regional_north_america_united_states_montana,top_world_español_regional_américa_estados_unidos_estados_montana,montana,Spanish,top_world_español_regional_américa_estados_unidos_estados_montana,spanish,spanish,Spanish
top_regional_north_america_united_states_montana,top_world_deutsch_regional_amerika_vereinigte_staaten_montana,montana,German,top_world_deutsch_regional_amerika_vereinigte_staaten_montana,german,german,German
top_regional_north_america_united_states_montana,top_world_japanese_地域_北アメリカ_アメリカ合衆国_モンタナ州,モンタナ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_モンタナ州,japanese,japanese,Japanese
top_regional_north_america_united_states_montana,top_world_français_régional_amérique_etats-unis_montana,montana,French,top_world_français_régional_amérique_etats-unis_montana,french,french,French
top_regional_north_america_united_states_nebraska,top_world_español_regional_américa_estados_unidos_estados_nebraska,nebraska,Spanish,top_world_español_regional_américa_estados_unidos_estados_nebraska,spanish,spanish,Spanish
top_regional_north_america_united_states_nebraska,top_world_deutsch_regional_amerika_vereinigte_staaten_nebraska,nebraska,German,top_world_deutsch_regional_amerika_vereinigte_staaten_nebraska,german,german,German
top_regional_north_america_united_states_nebraska,top_world_français_régional_amérique_etats-unis_nebraska,nebraska,French,top_world_français_régional_amérique_etats-unis_nebraska,french,french,French
top_regional_north_america_united_states_nevada,top_world_español_regional_américa_estados_unidos_estados_nevada,nevada,Spanish,top_world_español_regional_américa_estados_unidos_estados_nevada,spanish,spanish,Spanish
top_regional_north_america_united_states_nevada,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_невада,невада,Russian,top_world_russian_страны_и_регионы_северная_америка_соединенные_штаты_америки_невада,russian,russian,Russian
top_regional_north_america_united_states_nevada,top_world_deutsch_regional_amerika_vereinigte_staaten_nevada,nevada,German,top_world_deutsch_regional_amerika_vereinigte_staaten_nevada,german,german,German
top_regional_north_america_united_states_nevada,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ネバダ州,ネバダ州,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ネバダ州,japanese,japanese,Japanese
top_regional_north_america_united_states_nevada,top_world_français_régional_amérique_etats-unis_nevada,nevada,French,top_world_français_régional_amérique_etats-unis_nevada,french,french,French
top_regional_north_america_united_states_nevada_localities,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ネバダ州_市町村,市町村,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ネバダ州_市町村,japanese,japanese,Japanese
top_regional_north_america_united_states_nevada_localities_l_las_vegas,top_world_deutsch_regional_amerika_vereinigte_staaten_nevada_las_vegas,las vegas,German,top_world_deutsch_regional_amerika_vereinigte_staaten_nevada_las_vegas,german,german,German
top_regional_north_america_united_states_nevada_localities_l_las_vegas,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ネバダ州_市町村_ラスベガス,ラスベガス,Japanese,top_world_japanese_地域_北アメリカ_アメリカ合衆国_ネバダ州_市町村_ラスベガス,japanese,japanese,Japanese
top_regional_north_america_united_states_nevada_localities_l_las_vegas_travel_and_tourism,top_world_deutsch_regional_amerika_vereinigte_staaten_nevada_las_vegas_tourismus,tourismus,German,top_world_deutsch_regional_amerika_vereinigte_staaten_nevada_las_vegas_tourismus,german,german,German
